#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   5.3199997      0.13543923      0.13842295      0.88134746E-03  0.89469200      0.28280732      0.53190958E-01 -0.75926292     -0.43202441E-01
   5.3299999      0.13517976      0.13814583      0.85098925E-03  0.89425135      0.28254309      0.53041615E-01 -0.75776249     -0.43023657E-01
   5.3399997      0.13492078      0.13787535      0.82142965E-03  0.89380556      0.28227660      0.52892413E-01 -0.75626206     -0.42844877E-01
   5.3499999      0.13466291      0.13759394      0.79265470E-03  0.89336556      0.28201386      0.52744467E-01 -0.75477004     -0.42664357E-01
   5.3599997      0.13440552      0.13731912      0.76465594E-03  0.89292061      0.28174886      0.52596655E-01 -0.75327855     -0.42483833E-01
   5.3699999      0.13414925      0.13704549      0.73741935E-03  0.89248145      0.28148755      0.52448105E-01 -0.75179553     -0.42302161E-01
   5.3800001      0.13389346      0.13677239      0.71093446E-03  0.89203733      0.28122404      0.52301664E-01 -0.75031191     -0.42120490E-01
   5.3899999      0.13363880      0.13649450      0.68519078E-03  0.89159930      0.28096417      0.52156445E-01 -0.74883687     -0.41937798E-01
   5.4000001      0.13338459      0.13622914      0.66017400E-03  0.89115632      0.28070217      0.52011367E-01 -0.74736238     -0.41755099E-01
   5.4099998      0.13313149      0.13595894      0.63587434E-03  0.89071953      0.28044376      0.51867489E-01 -0.74589592     -0.41571204E-01
   5.4200001      0.13287883      0.13568924      0.61227725E-03  0.89027798      0.28018320      0.51723745E-01 -0.74442947     -0.41387305E-01
   5.4299998      0.13262728      0.13542071      0.58937282E-03  0.88984263      0.27992621      0.51581193E-01 -0.74297124     -0.41202903E-01
   5.4400001      0.13237618      0.13515271      0.56714634E-03  0.88940251      0.27966711      0.51438771E-01 -0.74151295     -0.41018497E-01
   5.4499998      0.13212617      0.13488585      0.54558739E-03  0.88896883      0.27941149      0.51297516E-01 -0.74006289     -0.40833455E-01
   5.4600000      0.13187660      0.13461950      0.52468147E-03  0.88853031      0.27915385      0.51156402E-01 -0.73861295     -0.40648408E-01
   5.4699998      0.13162814      0.13435431      0.50441787E-03  0.88809836      0.27889964      0.51014479E-01 -0.73717076     -0.40463045E-01
   5.4800000      0.13138010      0.13408960      0.48478198E-03  0.88766176      0.27864340      0.50878551E-01 -0.73572904     -0.40277675E-01
   5.4899998      0.13113311      0.13383195      0.46576309E-03  0.88723183      0.27839062      0.50735965E-01 -0.73429531     -0.40092133E-01
   5.5000000      0.13088657      0.13356887      0.44734657E-03  0.88679713      0.27813575      0.50597403E-01 -0.73286098     -0.39906591E-01
   5.5099998      0.13064112      0.13330692      0.42952140E-03  0.88636923      0.27788430      0.50459970E-01 -0.73143524     -0.39720997E-01
   5.5200000      0.13039608      0.13304546      0.41227319E-03  0.88593662      0.27763084      0.50324600E-01 -0.73000950     -0.39535403E-01
   5.5299997      0.13015211      0.13279685      0.39559093E-03  0.88551086      0.27738079      0.50188411E-01 -0.72859138     -0.39350279E-01
   5.5400000      0.12990856      0.13252527      0.37946040E-03  0.88508052      0.27712870      0.50050404E-01 -0.72717369     -0.39165162E-01
   5.5499997      0.12966606      0.13226649      0.36387035E-03  0.88465714      0.27688000      0.49915433E-01 -0.72576374     -0.38980309E-01
   5.5599999      0.12942398      0.13201407      0.34880676E-03  0.88422906      0.27662927      0.49780585E-01 -0.72435325     -0.38795456E-01
   5.5699997      0.12918293      0.13175106      0.33425857E-03  0.88380808      0.27638191      0.49646828E-01 -0.72295105     -0.38611263E-01
   5.5799999      0.12894230      0.13150600      0.32021190E-03  0.88338250      0.27613255      0.49515128E-01 -0.72154897     -0.38427074E-01
   5.5899997      0.12870272      0.13124456      0.30665571E-03  0.88296402      0.27588648      0.49380623E-01 -0.72015417     -0.38243566E-01
   5.5999999      0.12846354      0.13098942      0.29357642E-03  0.88254088      0.27563849      0.49246252E-01 -0.71875936     -0.38060054E-01
   5.6099997      0.12822537      0.13074113      0.28096314E-03  0.88212502      0.27539375      0.49116798E-01 -0.71737254     -0.37877612E-01
   5.6199999      0.12798762      0.13048753      0.26880248E-03  0.88170457      0.27514705      0.48987452E-01 -0.71598518     -0.37695177E-01
   5.6299996      0.12775090      0.13023499      0.25708368E-03  0.88129121      0.27490363      0.48853382E-01 -0.71460593     -0.37513971E-01
   5.6399999      0.12751457      0.12998867      0.24579375E-03  0.88087338      0.27465823      0.48725199E-01 -0.71322614     -0.37332758E-01
   5.6500001      0.12727924      0.12973765      0.23492152E-03  0.88046277      0.27441612      0.48594207E-01 -0.71185404     -0.37152715E-01
   5.6599998      0.12704434      0.12948708      0.22445594E-03  0.88004768      0.27417204      0.48465248E-01 -0.71048194     -0.36972668E-01
   5.6700001      0.12681040      0.12924330      0.21438453E-03  0.87963980      0.27393121      0.48337322E-01 -0.70911759     -0.36793932E-01
   5.6799998      0.12657689      0.12898849      0.20469702E-03  0.87922746      0.27368844      0.48209503E-01 -0.70775270     -0.36615193E-01
   5.6900001      0.12634435      0.12874620      0.19538129E-03  0.87882239      0.27344885      0.48082691E-01 -0.70639515     -0.36438264E-01
   5.6999998      0.12611221      0.12849861      0.18642729E-03  0.87841284      0.27320734      0.47955986E-01 -0.70503819     -0.36261331E-01
   5.7100000      0.12588106      0.12825207      0.17782333E-03  0.87801045      0.27296901      0.47830280E-01 -0.70368809     -0.36085997E-01
   5.7199998      0.12565029      0.12801166      0.16955963E-03  0.87760377      0.27272880      0.47704693E-01 -0.70233798     -0.35910666E-01
   5.7300000      0.12542050      0.12776090      0.16162492E-03  0.87720418      0.27249172      0.47578175E-01 -0.70099485     -0.35737060E-01
   5.7399998      0.12519109      0.12752195      0.15400970E-03  0.87680030      0.27225277      0.47453679E-01 -0.69965231     -0.35563454E-01
   5.7500000      0.12496265      0.12727831      0.14670310E-03  0.87640357      0.27201691      0.47332052E-01 -0.69831628     -0.35391774E-01
   5.7599998      0.12473460      0.12704077      0.13969596E-03  0.87600255      0.27177921      0.47208633E-01 -0.69698077     -0.35220098E-01
   5.7700000      0.12450749      0.12680422      0.13297786E-03  0.87560862      0.27154461      0.47086176E-01 -0.69565189     -0.35050422E-01
   5.7799997      0.12428077      0.12655118      0.12653992E-03  0.87521040      0.27130812      0.46960026E-01 -0.69432306     -0.34880750E-01
   5.7900000      0.12405501      0.12632170      0.12037216E-03  0.87481922      0.27107471      0.46840522E-01 -0.69300097     -0.34713160E-01
   5.7999997      0.12382961      0.12608136      0.11446608E-03  0.87442386      0.27083948      0.46719227E-01 -0.69167936     -0.34545574E-01
   5.8099999      0.12360516      0.12584762      0.10881217E-03  0.87403542      0.27060729      0.46600763E-01 -0.69036466     -0.34380179E-01
   5.8199997      0.12338108      0.12560868      0.10340218E-03  0.87364292      0.27037326      0.46480503E-01 -0.68904990     -0.34214795E-01
   5.8299999      0.12315794      0.12536514      0.98227094E-04  0.87325728      0.27014223      0.46359278E-01 -0.68774205     -0.34051567E-01
   5.8399997      0.12293516      0.12513879      0.93278999E-04  0.87286747      0.26990944      0.46240058E-01 -0.68643355     -0.33888347E-01
   5.8499999      0.12271332      0.12490782      0.88549314E-04  0.87248456      0.26967961      0.46121743E-01 -0.68513274     -0.33727404E-01
   5.8599997      0.12249184      0.12467724      0.84030558E-04  0.87209749      0.26944798      0.46005417E-01 -0.68383127     -0.33566453E-01
   5.8699999      0.12227126      0.12444203      0.79714548E-04  0.87171727      0.26921931      0.45884337E-01 -0.68253690     -0.33407807E-01
   5.8799996      0.12205106      0.12420725      0.75594115E-04  0.87133300      0.26898891      0.45767136E-01 -0.68124193     -0.33249162E-01
   5.8899999      0.12183177      0.12397342      0.71661518E-04  0.87095541      0.26876140      0.45650825E-01 -0.67995423     -0.33092827E-01
   5.9000001      0.12161284      0.12374553      0.67909852E-04  0.87057382      0.26853213      0.45534611E-01 -0.67866641     -0.32936487E-01
   5.9099998      0.12139481      0.12351305      0.64332278E-04  0.87019873      0.26830578      0.45421161E-01 -0.67738521     -0.32782573E-01
   5.9200001      0.12117714      0.12328099      0.60921695E-04  0.86981976      0.26807773      0.45305926E-01 -0.67610407     -0.32628652E-01
   5.9299998      0.12096037      0.12305538      0.57671878E-04  0.86944729      0.26785251      0.45191571E-01 -0.67482907     -0.32477088E-01
   5.9400001      0.12074396      0.12282465      0.54576147E-04  0.86907089      0.26762560      0.45075431E-01 -0.67355412     -0.32325521E-01
   5.9499998      0.12052844      0.12260585      0.51628562E-04  0.86870092      0.26740152      0.44963907E-01 -0.67228591     -0.32176301E-01
   5.9600000      0.12031324      0.12237641      0.48822865E-04  0.86832708      0.26717576      0.44848729E-01 -0.67101771     -0.32027092E-01
   5.9699998      0.12009896      0.12214793      0.46153516E-04  0.86795956      0.26695281      0.44736281E-01 -0.66975576     -0.31880289E-01
   5.9800000      0.11988501      0.12192531      0.43614582E-04  0.86758822      0.26672819      0.44623923E-01 -0.66849387     -0.31733483E-01
   5.9899998      0.11967194      0.12170359      0.41200878E-04  0.86722308      0.26650634      0.44514276E-01 -0.66723824     -0.31589050E-01
   6.0000000      0.11945920      0.12147679      0.38906885E-04  0.86685413      0.26628283      0.44400986E-01 -0.66598266     -0.31444617E-01
   6.0099998      0.11924735      0.12126724      0.36727692E-04  0.86649132      0.26606211      0.44290397E-01 -0.66473347     -0.31302534E-01
   6.0200000      0.11903583      0.12103084      0.34658162E-04  0.86612481      0.26583976      0.44179909E-01 -0.66348428     -0.31160451E-01
   6.0299997      0.11882517      0.12081167      0.32693726E-04  0.86576432      0.26562011      0.44070236E-01 -0.66224152     -0.31020712E-01
   6.0400000      0.11861485      0.12058745      0.30829589E-04  0.86540002      0.26539883      0.43960650E-01 -0.66099823     -0.30880971E-01
   6.0499997      0.11840539      0.12037495      0.29061461E-04  0.86504173      0.26518029      0.43851882E-01 -0.65976143     -0.30743537E-01
   6.0599999      0.11819625      0.12015197      0.27384891E-04  0.86467975      0.26496011      0.43741349E-01 -0.65852457     -0.30606100E-01
   6.0699997      0.11798798      0.11992991      0.25795907E-04  0.86432362      0.26474264      0.43633480E-01 -0.65729374     -0.30470973E-01
   6.0799999      0.11778001      0.11970820      0.24290381E-04  0.86396378      0.26452354      0.43525688E-01 -0.65606344     -0.30335847E-01
   6.0899997      0.11757292      0.11949278      0.22864593E-04  0.86360973      0.26430714      0.43418702E-01 -0.65483856     -0.30202949E-01
   6.0999999      0.11736613      0.11928844      0.21514719E-04  0.86325204      0.26408917      0.43313652E-01 -0.65361381     -0.30070050E-01
   6.1099997      0.11716019      0.11906348      0.20237350E-04  0.86290002      0.26387385      0.43205693E-01 -0.65239555     -0.29939378E-01
   6.1199999      0.11695457      0.11884427      0.19028917E-04  0.86254442      0.26365691      0.43101508E-01 -0.65117675     -0.29808704E-01
   6.1299996      0.11674979      0.11863128      0.17886267E-04  0.86219436      0.26344261      0.42996254E-01 -0.64996403     -0.29680200E-01
   6.1399999      0.11654530      0.11841863      0.16806136E-04  0.86184072      0.26322675      0.42889241E-01 -0.64875138     -0.29551694E-01
   6.1500001      0.11634167      0.11821216      0.15785536E-04  0.86149269      0.26301351      0.42786684E-01 -0.64754474     -0.29425345E-01
   6.1599998      0.11613834      0.11798473      0.14821612E-04  0.86114097      0.26279873      0.42682379E-01 -0.64633763     -0.29298995E-01
   6.1700001      0.11593582      0.11777944      0.13911488E-04  0.86079472      0.26258650      0.42576984E-01 -0.64513707     -0.29174710E-01
   6.1799998      0.11573363      0.11756387      0.13052564E-04  0.86044496      0.26237276      0.42473517E-01 -0.64393610     -0.29050428E-01
   6.1900001      0.11553225      0.11735447      0.12242203E-04  0.86010051      0.26216158      0.42370792E-01 -0.64274067     -0.28928200E-01
   6.1999998      0.11533117      0.11715067      0.11478032E-04  0.85975260      0.26194888      0.42270001E-01 -0.64154583     -0.28805971E-01
   6.2100000      0.11513092      0.11693186      0.10757628E-04  0.85940987      0.26173872      0.42166274E-01 -0.64035660     -0.28685741E-01
   6.2199998      0.11493097      0.11672395      0.10078807E-04  0.85906368      0.26152703      0.42064466E-01 -0.63916683     -0.28565513E-01
   6.2300000      0.11473183      0.11651161      0.94393617E-05  0.85872275      0.26131788      0.41963387E-01 -0.63798320     -0.28447226E-01
   6.2399998      0.11453295      0.11630486      0.88373026E-05  0.85837823      0.26110721      0.41862391E-01 -0.63679963     -0.28328940E-01
   6.2500000      0.11433492      0.11610947      0.82706019E-05  0.85803890      0.26089910      0.41760303E-01 -0.63562173     -0.28212558E-01
   6.2599998      0.11413716      0.11589336      0.77374461E-05  0.85769612      0.26068941      0.41661933E-01 -0.63444382     -0.28096175E-01
   6.2700000      0.11394019      0.11568858      0.72359999E-05  0.85735840      0.26048228      0.41562468E-01 -0.63327152     -0.27981635E-01
   6.2799997      0.11374352      0.11548412      0.67646001E-05  0.85701716      0.26027361      0.41464895E-01 -0.63209873     -0.27867094E-01
